work,book_n,line_n,word_n,word,lemma,appositive
Q.S.,1,69,2,τὸ,ὁ,prepositive
Q.S.,1,80,4,τὸ,ὁ,prepositive
Q.S.,1,759,4,τὸ,ὁ,prepositive
Q.S.,2,13,3,τὸ,ὁ,prepositive
Q.S.,2,336,3,τὸ,ὁ,prepositive
Q.S.,3,80,4,τὸ,ὁ,prepositive
Q.S.,3,750,3,τὸ,ὁ,prepositive
Q.S.,4,314,3,τὸ,ὁ,prepositive
Q.S.,4,400,4,τὸ,ὁ,prepositive
Q.S.,5,537,4,τὸ,ὁ,prepositive
Q.S.,5,641,3,τὸ,ὁ,prepositive
Q.S.,8,269,2,τὸ,ὁ,prepositive
Q.S.,9,401,3,τὸ,ὁ,prepositive
Q.S.,9,425,2,τὸ,ὁ,prepositive
Q.S.,10,379,3,τὸ,ὁ,prepositive
Q.S.,13,471,5,τὸ,ὁ,prepositive
Q.S.,14,216,4,τὸ,ὁ,prepositive
Theoc.,1,149,3,τὸ,ὁ,prepositive
Theoc.,2,83,2,τὸ,ὁ,prepositive
Theoc.,3,3,3,τὸ,ὁ,prepositive
Theoc.,11,35,3,τὸ,ὁ,prepositive
Theoc.,15,14,2,τὸ,ὁ,prepositive
Theoc.,15,130,3,τὸ,ὁ,prepositive
Theoc.,15,145,2,τὸ,ὁ,prepositive
Theoc.,20,8,3,τὸ,ὁ,prepositive
Theoc.,20,21,4,τὸ,ὁ,prepositive
Theoc.,20,24,3,τὸ,ὁ,prepositive
Theoc.,20,28,4,τὸ,ὁ,prepositive
Theoc.,23,13,4,τὸ,ὁ,prepositive
Theoc.,25,216,3,τὸ,ὁ,prepositive
Theog.,Th.,188,4,τὸ,ὁ,prepositive
Theog.,Th.,394,3,τὸ,ὁ,prepositive
Theog.,Th.,425,4,τὸ,ὁ,prepositive
Theog.,Th.,505,3,τὸ,ὁ,prepositive
Theog.,Th.,531,4,τὸ,ὁ,prepositive
Theog.,Th.,666,4,τὸ,ὁ,prepositive
W.D.,WD,291,3,τὸ,ὁ,prepositive
W.D.,WD,440,2,τὸ,ὁ,prepositive
W.D.,WD,679,3,τὸ,ὁ,prepositive
Callim.Hymn,2,15,3,τὸ,ὁ,prepositive
Hom.Hymn,5,179,4,τὸ,ὁ,prepositive
Il.,20,147,3,τὸ,ὁ,prepositive
Il.,23,257,3,τὸ,ὁ,prepositive
Il.,24,801,3,τὸ,ὁ,prepositive
Dion.,1,93,3,τὸ,ὁ,prepositive
Dion.,30,16,3,τὸ,ὁ,prepositive
Dion.,48,602,3,τὸ,ὁ,prepositive
Theoc.,4,55,3,τὸ,ὁ,prepositive
Theoc.,15,27,3,τὸ,ὁ,prepositive
Theoc.,21,25,4,τὸ,ὁ,prepositive
Il.,21,476,3,τὸ,ὁ,prepositive
Phaen.,1,761,5,τὸ,ὁ,prepositive
Phaen.,1,794,6,τὸ,ὁ,prepositive
Argon.,2,1120,4,τὸ,ὁ,prepositive
Argon.,2,1268,5,τὸ,ὁ,prepositive
Argon.,3,409,4,τὸ,ὁ,prepositive
Argon.,3,495,5,τὸ,ὁ,prepositive
Argon.,3,1270,5,τὸ,ὁ,prepositive
Callim.Hymn,3,120,4,τὸ,ὁ,prepositive
Il.,2,681,5,τὸ,ὁ,prepositive
Il.,6,201,5,τὸ,ὁ,prepositive
Il.,7,91,5,τὸ,ὁ,prepositive
Il.,9,579,2,τὸ,ὁ,prepositive
Il.,10,256,3,τὸ,ὁ,prepositive
Il.,11,405,3,τὸ,ὁ,prepositive
Il.,13,20,5,τὸ,ὁ,prepositive
Il.,13,228,5,τὸ,ὁ,prepositive
Il.,21,177,5,τὸ,ὁ,prepositive
Il.,21,437,3,τὸ,ὁ,prepositive
Il.,22,233,5,τὸ,ὁ,prepositive
Il.,23,585,5,τὸ,ὁ,prepositive
Dion.,7,315,3,τὸ,ὁ,prepositive
Dion.,19,251,4,τὸ,ὁ,prepositive
Dion.,31,76,4,τὸ,ὁ,prepositive
Dion.,36,381,4,τὸ,ὁ,prepositive
Dion.,47,257,3,τὸ,ὁ,prepositive
Od.,14,12,4,τὸ,ὁ,prepositive
Od.,20,220,4,τὸ,ὁ,prepositive
Sh.,Sh.,363,3,τὸ,ὁ,prepositive
Theoc.,1,7,4,τὸ,ὁ,prepositive
Theoc.,1,15,5,τὸ,ὁ,prepositive
Theoc.,1,146,4,τὸ,ὁ,prepositive
Theoc.,2,53,5,τὸ,ὁ,prepositive
Theoc.,2,126,6,τὸ,ὁ,prepositive
Theoc.,4,19,4,τὸ,ὁ,prepositive
Theoc.,4,33,4,τὸ,ὁ,prepositive
Theoc.,4,49,5,τὸ,ὁ,prepositive
Theoc.,4,58,6,τὸ,ὁ,prepositive
Theoc.,6,16,4,τὸ,ὁ,prepositive
Theoc.,7,21,4,τὸ,ὁ,prepositive
Theoc.,7,51,7,τὸ,ὁ,prepositive
Theoc.,7,128,6,τὸ,ὁ,prepositive
Theoc.,15,34,4,τὸ,ὁ,prepositive
Theoc.,20,5,6,τὸ,ὁ,prepositive
Theoc.,20,19,4,τὸ,ὁ,prepositive
Theoc.,21,26,3,τὸ,ὁ,prepositive
W.D.,WD,596,4,τὸ,ὁ,prepositive
Phaen.,1,219,5,τὸ,ὁ,prepositive
Argon.,1,745,4,τὸ,ὁ,prepositive
Argon.,3,514,5,τὸ,ὁ,prepositive
Argon.,4,326,5,τὸ,ὁ,prepositive
Argon.,4,1446,5,τὸ,ὁ,prepositive
Callim.Hymn,2,33,7,τὸ,ὁ,prepositive
Callim.Hymn,2,72,4,τὸ,ὁ,prepositive
Callim.Hymn,3,77,4,τὸ,ὁ,prepositive
Callim.Hymn,3,121,6,τὸ,ὁ,prepositive
Callim.Hymn,3,200,4,τὸ,ὁ,prepositive
Hom.Hymn,4,277,6,τὸ,ὁ,prepositive
Hom.Hymn,4,311,5,τὸ,ὁ,prepositive
Hom.Hymn,4,407,3,τὸ,ὁ,prepositive
Hom.Hymn,4,577,5,τὸ,ὁ,prepositive
Il.,1,185,5,τὸ,ὁ,prepositive
Il.,1,207,4,τὸ,ὁ,prepositive
Il.,4,323,4,τὸ,ὁ,prepositive
Il.,6,407,4,τὸ,ὁ,prepositive
Il.,8,500,5,τὸ,ὁ,prepositive
Il.,9,422,3,τὸ,ὁ,prepositive
Il.,9,706,4,τὸ,ὁ,prepositive
Il.,13,565,4,τὸ,ὁ,prepositive
Il.,16,457,5,τὸ,ὁ,prepositive
Il.,16,675,5,τὸ,ὁ,prepositive
Il.,19,63,5,τὸ,ὁ,prepositive
Il.,19,161,4,τὸ,ὁ,prepositive
Dion.,2,5,4,τὸ,ὁ,prepositive
Dion.,2,213,4,τὸ,ὁ,prepositive
Dion.,2,337,4,τὸ,ὁ,prepositive
Dion.,2,703,6,τὸ,ὁ,prepositive
Dion.,4,139,3,τὸ,ὁ,prepositive
Dion.,5,540,3,τὸ,ὁ,prepositive
Dion.,7,206,3,τὸ,ὁ,prepositive
Dion.,8,136,4,τὸ,ὁ,prepositive
Dion.,8,164,4,τὸ,ὁ,prepositive
Dion.,14,14,3,τὸ,ὁ,prepositive
Dion.,16,334,3,τὸ,ὁ,prepositive
Dion.,20,375,4,τὸ,ὁ,prepositive
Dion.,21,2,4,τὸ,ὁ,prepositive
Dion.,24,78,3,τὸ,ὁ,prepositive
Dion.,24,161,5,τὸ,ὁ,prepositive
Dion.,24,319,4,τὸ,ὁ,prepositive
Dion.,25,264,5,τὸ,ὁ,prepositive
Dion.,25,278,5,τὸ,ὁ,prepositive
Dion.,25,361,3,τὸ,ὁ,prepositive
Dion.,25,520,4,τὸ,ὁ,prepositive
Dion.,25,543,6,τὸ,ὁ,prepositive
Dion.,29,329,4,τὸ,ὁ,prepositive
Dion.,30,130,5,τὸ,ὁ,prepositive
Dion.,30,204,4,τὸ,ὁ,prepositive
Dion.,30,294,3,τὸ,ὁ,prepositive
Dion.,31,126,4,τὸ,ὁ,prepositive
Dion.,34,168,4,τὸ,ὁ,prepositive
Dion.,35,262,4,τὸ,ὁ,prepositive
Dion.,35,337,3,τὸ,ὁ,prepositive
Dion.,35,344,3,τὸ,ὁ,prepositive
Dion.,36,118,3,τὸ,ὁ,prepositive
Dion.,37,389,3,τὸ,ὁ,prepositive
Dion.,38,89,4,τὸ,ὁ,prepositive
Dion.,38,375,4,τὸ,ὁ,prepositive
Dion.,38,416,5,τὸ,ὁ,prepositive
Dion.,40,32,5,τὸ,ὁ,prepositive
Dion.,40,61,4,τὸ,ὁ,prepositive
Dion.,40,116,4,τὸ,ὁ,prepositive
Dion.,40,195,4,τὸ,ὁ,prepositive
Dion.,40,294,3,τὸ,ὁ,prepositive
Dion.,41,335,3,τὸ,ὁ,prepositive
Dion.,46,190,5,τὸ,ὁ,prepositive
Dion.,46,286,4,τὸ,ὁ,prepositive
Dion.,47,305,5,τὸ,ὁ,prepositive
Dion.,47,574,4,τὸ,ὁ,prepositive
Dion.,47,650,4,τὸ,ὁ,prepositive
Dion.,48,151,3,τὸ,ὁ,prepositive
Dion.,48,374,4,τὸ,ὁ,prepositive
Dion.,48,471,4,τὸ,ὁ,prepositive
Dion.,48,784,3,τὸ,ὁ,prepositive
Dion.,48,830,3,τὸ,ὁ,prepositive
Od.,4,508,6,τὸ,ὁ,prepositive
Q.S.,1,84,4,τὸ,ὁ,prepositive
Q.S.,2,543,3,τὸ,ὁ,prepositive
Theoc.,1,3,4,τὸ,ὁ,prepositive
Theoc.,1,41,4,τὸ,ὁ,prepositive
Theoc.,1,44,5,τὸ,ὁ,prepositive
Theoc.,1,50,4,τὸ,ὁ,prepositive
Theoc.,2,36,5,τὸ,ὁ,prepositive
Theoc.,3,18,5,τὸ,ὁ,prepositive
Theoc.,5,11,5,τὸ,ὁ,prepositive
Theoc.,5,75,5,τὸ,ὁ,prepositive
Theoc.,6,6,4,τὸ,ὁ,prepositive
Theoc.,6,21,5,τὸ,ὁ,prepositive
Theoc.,13,4,4,τὸ,ὁ,prepositive
Theoc.,23,24,4,τὸ,ὁ,prepositive
Theoc.,23,32,5,τὸ,ὁ,prepositive
Theoc.,24,74,4,τὸ,ὁ,prepositive
Theoc.,1,20,5,τὸ,ὁ,prepositive
Theoc.,4,51,6,τὸ,ὁ,prepositive
Theoc.,11,9,4,τὸ,ὁ,prepositive
Theoc.,22,4,5,τὸ,ὁ,prepositive
Argon.,1,808,4,τὸ,ὁ,prepositive
Argon.,3,983,4,τὸ,ὁ,prepositive
Argon.,4,412,5,τὸ,ὁ,prepositive
Callim.Hymn,4,298,5,τὸ,ὁ,prepositive
Il.,1,106,7,τὸ,ὁ,prepositive
Il.,5,54,4,τὸ,ὁ,prepositive
Il.,16,208,5,τὸ,ὁ,prepositive
Il.,23,583,6,τὸ,ὁ,prepositive
Od.,11,629,5,τὸ,ὁ,prepositive
Od.,18,275,5,τὸ,ὁ,prepositive
Od.,21,128,8,τὸ,ὁ,prepositive
Theoc.,10,48,4,τὸ,ὁ,prepositive
Theoc.,15,31,6,τὸ,ὁ,prepositive
Theoc.,15,55,5,τὸ,ὁ,prepositive
Theoc.,15,69,5,τὸ,ὁ,prepositive
Theoc.,27,3,5,τὸ,ὁ,prepositive
W.D.,WD,412,5,τὸ,ὁ,prepositive
Dion.,34,56,6,τὸ,ὁ,prepositive
Q.S.,5,542,7,τὸ,ὁ,prepositive
Theoc.,3,29,5,τὸ,ὁ,prepositive
Argon.,1,44,8,τὸ,ὁ,prepositive
Argon.,4,884,7,τὸ,ὁ,prepositive
Argon.,4,1068,8,τὸ,ὁ,prepositive
Hom.Hymn,3,108,8,τὸ,ὁ,prepositive
Hom.Hymn,3,345,7,τὸ,ὁ,prepositive
Hom.Hymn,4,36,6,τὸ,ὁ,prepositive
Hom.Hymn,4,93,7,τὸ,ὁ,prepositive
Hom.Hymn,20,3,6,τὸ,ὁ,prepositive
Il.,5,806,8,τὸ,ὁ,prepositive
Il.,6,523,8,τὸ,ὁ,prepositive
Il.,7,370,8,τὸ,ὁ,prepositive
Il.,10,309,6,τὸ,ὁ,prepositive
Il.,10,396,6,τὸ,ὁ,prepositive
Il.,12,346,7,τὸ,ὁ,prepositive
Il.,12,359,7,τὸ,ὁ,prepositive
Il.,13,101,7,τὸ,ὁ,prepositive
Il.,14,131,6,τὸ,ὁ,prepositive
Il.,17,587,6,τὸ,ὁ,prepositive
Il.,17,720,6,τὸ,ὁ,prepositive
Il.,20,123,7,τὸ,ὁ,prepositive
Il.,22,250,8,τὸ,ὁ,prepositive
Il.,23,480,7,τὸ,ὁ,prepositive
Il.,23,782,9,τὸ,ὁ,prepositive
Il.,24,201,9,τὸ,ὁ,prepositive
Od.,2,305,7,τὸ,ὁ,prepositive
Od.,10,240,8,τὸ,ὁ,prepositive
Od.,13,358,7,τὸ,ὁ,prepositive
Od.,17,171,8,τὸ,ὁ,prepositive
Od.,20,167,7,τὸ,ὁ,prepositive
Od.,24,508,7,τὸ,ὁ,prepositive
Q.S.,1,62,6,τὸ,ὁ,prepositive
Q.S.,2,340,7,τὸ,ὁ,prepositive
Q.S.,5,148,8,τὸ,ὁ,prepositive
Q.S.,7,461,6,τὸ,ὁ,prepositive
Q.S.,8,303,6,τὸ,ὁ,prepositive
Q.S.,10,243,4,τὸ,ὁ,prepositive
Q.S.,11,233,5,τὸ,ὁ,prepositive
Q.S.,12,128,6,τὸ,ὁ,prepositive
Theoc.,1,7,8,τὸ,ὁ,prepositive
Theoc.,5,126,7,τὸ,ὁ,prepositive
Theoc.,10,2,8,τὸ,ὁ,prepositive
Theoc.,10,55,7,τὸ,ὁ,prepositive
Theoc.,14,2,5,τὸ,ὁ,prepositive
Theoc.,27,5,7,τὸ,ὁ,prepositive
W.D.,WD,184,6,τὸ,ὁ,prepositive
W.D.,WD,365,6,τὸ,ὁ,prepositive
Callim.Hymn,1,37,7,τὸ,ὁ,prepositive
Od.,8,195,7,τὸ,ὁ,prepositive
Od.,21,305,9,τὸ,ὁ,prepositive
Theoc.,5,8,8,τὸ,ὁ,prepositive
Theoc.,7,10,7,τὸ,ὁ,prepositive
Theoc.,10,21,7,τὸ,ὁ,prepositive
Theoc.,10,42,5,τὸ,ὁ,prepositive
Theoc.,10,51,6,τὸ,ὁ,prepositive
Theoc.,14,11,9,τὸ,ὁ,prepositive
Theoc.,23,24,7,τὸ,ὁ,prepositive
Theoc.,23,38,8,τὸ,ὁ,prepositive
W.D.,WD,409,7,τὸ,ὁ,prepositive
Od.,20,390,4,τοί,ὁ,prepositive
Phaen.,1,571,1,τοὶ,ὁ,prepositive
Theoc.,5,110,1,τοὶ,ὁ,prepositive
Theoc.,21,10,1,τοὶ,ὁ,prepositive
W.D.,WD,122,1,τοὶ,ὁ,prepositive
W.D.,WD,141,1,τοὶ,ὁ,prepositive
Il.,24,687,2,τοὶ,ὁ,prepositive
Od.,21,417,2,τοὶ,ὁ,prepositive
Q.S.,3,170,3,τοὶ,ὁ,prepositive
Q.S.,4,300,3,τοὶ,ὁ,prepositive
Q.S.,13,518,3,τοὶ,ὁ,prepositive
Theoc.,23,62,2,τοὶ,ὁ,prepositive
Theoc.,1,136,3,τοὶ,ὁ,prepositive
Theoc.,17,5,2,τοὶ,ὁ,prepositive
Il.,17,361,3,τοὶ,ὁ,prepositive
Il.,18,571,3,τοὶ,ὁ,prepositive
Od.,22,118,3,τοὶ,ὁ,prepositive
Od.,24,181,3,τοὶ,ὁ,prepositive
Od.,24,449,4,τοὶ,ὁ,prepositive
Od.,24,464,3,τοὶ,ὁ,prepositive
Q.S.,6,106,3,τοὶ,ὁ,prepositive
Theoc.,1,80,4,τοὶ,ὁ,prepositive
Theoc.,4,21,4,τοὶ,ὁ,prepositive
Theoc.,14,29,5,τοὶ,ὁ,prepositive
Il.,23,241,6,τοὶ,ὁ,prepositive
Il.,10,541,8,τοὶ,ὁ,prepositive
Il.,22,254,6,τοὶ,ὁ,prepositive
Il.,23,369,5,τοὶ,ὁ,prepositive
Q.S.,2,511,6,τοὶ,ὁ,prepositive
Q.S.,4,145,5,τοὶ,ὁ,prepositive
Q.S.,5,393,6,τοὶ,ὁ,prepositive
Theoc.,15,51,5,τοὶ,ὁ,prepositive
Theoc.,21,9,6,τοὶ,ὁ,prepositive
Argon.,2,1269,1,τοῖο,ὁ,prepositive
Argon.,4,145,1,τοῖο,ὁ,prepositive
Theog.,Th.,493,2,τοῖο,ὁ,prepositive
Argon.,4,578,4,τοῖο,ὁ,prepositive
Argon.,1,908,6,τοῖο,ὁ,prepositive
Argon.,2,803,5,τοῖο,ὁ,prepositive
Il.,9,469,7,τοῖο,ὁ,prepositive
Il.,11,322,4,τοῖο,ὁ,prepositive
Il.,11,620,6,τοῖο,ὁ,prepositive
Il.,24,164,7,τοῖο,ὁ,prepositive
Il.,24,577,6,τοῖο,ὁ,prepositive
Od.,3,388,6,τοῖο,ὁ,prepositive
Od.,4,410,6,τοῖο,ὁ,prepositive
Od.,21,62,6,τοῖο,ὁ,prepositive
Od.,21,258,7,τοῖο,ὁ,prepositive
Od.,24,387,8,τοῖο,ὁ,prepositive
Theog.,Th.,845,8,τοῖο,ὁ,prepositive
Theog.,Th.,859,5,τοῖο,ὁ,prepositive
Il.,1,342,1,τοῖς,ὁ,prepositive
Il.,5,131,1,τοῖς,ὁ,prepositive
Il.,5,150,1,τοῖς,ὁ,prepositive
Il.,5,820,1,τοῖς,ὁ,prepositive
Il.,17,384,1,τοῖς,ὁ,prepositive
Il.,18,103,1,τοῖς,ὁ,prepositive
Dion.,46,339,1,τοῖς,ὁ,prepositive
Argon.,3,1168,3,τοῖς,ὁ,prepositive
Il.,1,597,3,τοῖς,ὁ,prepositive
Il.,9,417,4,τοῖς,ὁ,prepositive
Il.,9,684,4,τοῖς,ὁ,prepositive
Il.,10,330,3,τοῖς,ὁ,prepositive
Il.,15,134,2,τοῖς,ὁ,prepositive
Il.,23,342,3,τοῖς,ὁ,prepositive
Od.,12,252,2,τοῖς,ὁ,prepositive
Od.,15,324,3,τοῖς,ὁ,prepositive
Od.,19,196,3,τοῖς,ὁ,prepositive
Theoc.,2,159,3,τοῖς,ὁ,prepositive
Theoc.,4,54,3,τοῖς,ὁ,prepositive
Theoc.,5,36,2,τοῖς,ὁ,prepositive
Theoc.,15,37,3,τοῖς,ὁ,prepositive
Theoc.,21,14,2,τοῖς,ὁ,prepositive
Theoc.,16,102,2,τοῖς,ὁ,prepositive
Theoc.,10,29,4,τοῖς,ὁ,prepositive
Argon.,3,210,1,τοῖσι,ὁ,prepositive
Dion.,20,3,1,τοῖσι,ὁ,prepositive
Dion.,20,23,1,τοῖσι,ὁ,prepositive
Dion.,21,299,1,τοῖσι,ὁ,prepositive
Dion.,24,230,1,τοῖσι,ὁ,prepositive
Dion.,25,568,1,τοῖσι,ὁ,prepositive
Dion.,27,244,1,τοῖσι,ὁ,prepositive
Dion.,27,250,1,τοῖσι,ὁ,prepositive
Dion.,29,323,1,τοῖσι,ὁ,prepositive
Dion.,39,131,1,τοῖσι,ὁ,prepositive
Dion.,40,523,1,τοῖσι,ὁ,prepositive
Dion.,47,112,1,τοῖσι,ὁ,prepositive
Od.,1,423,1,τοῖσι,ὁ,prepositive
Od.,18,306,1,τοῖσι,ὁ,prepositive
Q.S.,2,9,1,τοῖσι,ὁ,prepositive
Q.S.,4,72,1,τοῖσι,ὁ,prepositive
Q.S.,6,119,1,τοῖσι,ὁ,prepositive
Q.S.,10,8,1,τοῖσι,ὁ,prepositive
Theoc.,23,27,1,τοῖσι,ὁ,prepositive
Theoc.,23,37,1,τοῖσι,ὁ,prepositive
Il.,23,108,3,τοῖσι,ὁ,prepositive
Il.,23,153,2,τοῖσι,ὁ,prepositive
Od.,4,183,3,τοῖσι,ὁ,prepositive
Od.,18,422,3,τοῖσι,ὁ,prepositive
Il.,18,569,1,τοῖσιν,ὁ,prepositive
Od.,4,658,1,τοῖσιν,ὁ,prepositive
Theoc.,7,58,1,τόν,ὁ,prepositive
Theog.,Th.,988,1,τόν,ὁ,prepositive
Il.,5,794,3,τόν,ὁ,prepositive
Il.,20,406,3,τόν,ὁ,prepositive
Il.,23,35,2,τόν,ὁ,prepositive
Od.,4,847,3,τόν,ὁ,prepositive
Il.,19,95,8,τόν,ὁ,prepositive
Phaen.,1,507,1,τὸν,ὁ,prepositive
Argon.,3,619,1,τὸν,ὁ,prepositive
Argon.,3,905,1,τὸν,ὁ,prepositive
Callim.Hymn,2,28,1,τὸν,ὁ,prepositive
Callim.Hymn,2,107,1,τὸν,ὁ,prepositive
Callim.Hymn,6,3,1,τὸν,ὁ,prepositive
Il.,5,28,1,τὸν,ὁ,prepositive
Il.,5,146,1,τὸν,ὁ,prepositive
Il.,7,316,1,τὸν,ὁ,prepositive
Il.,10,495,1,τὸν,ὁ,prepositive
Il.,10,561,1,τὸν,ὁ,prepositive
Il.,11,259,1,τὸν,ὁ,prepositive
Il.,12,130,1,τὸν,ὁ,prepositive
Il.,17,127,1,τὸν,ὁ,prepositive
Il.,17,346,1,τὸν,ὁ,prepositive
Il.,17,352,1,τὸν,ὁ,prepositive
Dion.,9,132,1,τὸν,ὁ,prepositive
Dion.,11,379,1,τὸν,ὁ,prepositive
Dion.,37,409,1,τὸν,ὁ,prepositive
Od.,5,266,1,τὸν,ὁ,prepositive
Od.,13,52,1,τὸν,ὁ,prepositive
Od.,15,97,1,τὸν,ὁ,prepositive
Od.,17,10,1,τὸν,ὁ,prepositive
Od.,18,420,1,τὸν,ὁ,prepositive
Od.,19,421,1,τὸν,ὁ,prepositive
Sh.,Sh.,51,1,τὸν,ὁ,prepositive
Theoc.,3,5,1,τὸν,ὁ,prepositive
Theoc.,3,14,1,τὸν,ὁ,prepositive
Theoc.,3,21,1,τὸν,ὁ,prepositive
Theoc.,4,45,1,τὸν,ὁ,prepositive
Theoc.,7,65,1,τὸν,ὁ,prepositive
Theoc.,7,152,1,τὸν,ὁ,prepositive
Theoc.,10,57,1,τὸν,ὁ,prepositive
Theoc.,12,14,1,τὸν,ὁ,prepositive
Theoc.,21,47,1,τὸν,ὁ,prepositive
Theog.,Th.,974,1,τὸν,ὁ,prepositive
W.D.,WD,342,1,τὸν,ὁ,prepositive
W.D.,WD,353,1,τὸν,ὁ,prepositive
Argon.,1,1037,2,τὸν,ὁ,prepositive
Il.,2,275,2,τὸν,ὁ,prepositive
Od.,17,398,2,τὸν,ὁ,prepositive
Od.,18,222,2,τὸν,ὁ,prepositive
Od.,19,94,2,τὸν,ὁ,prepositive
Theoc.,11,53,2,τὸν,ὁ,prepositive
Callim.Hymn,6,97,2,τὸν,ὁ,prepositive
Il.,23,465,2,τὸν,ὁ,prepositive
Dion.,47,605,3,τὸν,ὁ,prepositive
Callim.Hymn,6,113,3,τὸν,ὁ,prepositive
Callim.Hymn,6,120,3,τὸν,ὁ,prepositive
Il.,1,11,2,τὸν,ὁ,prepositive
Il.,6,166,3,τὸν,ὁ,prepositive
Il.,11,702,2,τὸν,ὁ,prepositive
Il.,22,59,4,τὸν,ὁ,prepositive
Od.,7,223,4,τὸν,ὁ,prepositive
Od.,7,248,3,τὸν,ὁ,prepositive
Od.,8,526,3,τὸν,ὁ,prepositive
Od.,14,26,3,τὸν,ὁ,prepositive
Od.,18,416,3,τὸν,ὁ,prepositive
Od.,20,224,3,τὸν,ὁ,prepositive
Od.,20,324,3,τὸν,ὁ,prepositive
Q.S.,10,254,2,τὸν,ὁ,prepositive
Theoc.,2,115,3,τὸν,ὁ,prepositive
Theoc.,4,24,3,τὸν,ὁ,prepositive
Theoc.,5,2,2,τὸν,ὁ,prepositive
Theoc.,5,64,3,τὸν,ὁ,prepositive
Theoc.,7,55,2,τὸν,ὁ,prepositive
Theoc.,12,35,3,τὸν,ὁ,prepositive
Theoc.,14,26,2,τὸν,ὁ,prepositive
Theoc.,14,62,2,τὸν,ὁ,prepositive
Theoc.,15,11,3,τὸν,ὁ,prepositive
Theoc.,20,18,3,τὸν,ὁ,prepositive
Theoc.,21,19,2,τὸν,ὁ,prepositive
Theoc.,23,3,2,τὸν,ὁ,prepositive
Theoc.,23,58,3,τὸν,ὁ,prepositive
Argon.,1,338,3,τὸν,ὁ,prepositive
Argon.,1,1285,3,τὸν,ὁ,prepositive
Argon.,2,15,4,τὸν,ὁ,prepositive
Argon.,3,428,4,τὸν,ὁ,prepositive
Argon.,3,630,4,τὸν,ὁ,prepositive
Argon.,3,907,3,τὸν,ὁ,prepositive
Argon.,4,805,3,τὸν,ὁ,prepositive
Callim.Hymn,2,30,4,τὸν,ὁ,prepositive
Callim.Hymn,2,106,3,τὸν,ὁ,prepositive
Callim.Hymn,4,7,3,τὸν,ὁ,prepositive
Callim.Hymn,6,127,3,τὸν,ὁ,prepositive
Hom.Hymn,2,252,3,τὸν,ὁ,prepositive
Hom.Hymn,4,393,3,τὸν,ὁ,prepositive
Hom.Hymn,23,1,3,τὸν,ὁ,prepositive
Il.,2,80,4,τὸν,ὁ,prepositive
Il.,5,715,4,τὸν,ὁ,prepositive
Il.,9,55,4,τὸν,ὁ,prepositive
Il.,9,309,4,τὸν,ὁ,prepositive
Il.,10,236,2,τὸν,ὁ,prepositive
Il.,16,53,3,τὸν,ὁ,prepositive
Il.,16,789,4,τὸν,ὁ,prepositive
Il.,17,509,3,τὸν,ὁ,prepositive
Il.,17,635,3,τὸν,ὁ,prepositive
Il.,17,713,3,τὸν,ὁ,prepositive
Il.,18,10,2,τὸν,ὁ,prepositive
Il.,19,331,4,τὸν,ὁ,prepositive
Il.,21,207,3,τὸν,ὁ,prepositive
Il.,23,211,2,τὸν,ὁ,prepositive
Il.,24,242,3,τὸν,ὁ,prepositive
Il.,24,454,2,τὸν,ὁ,prepositive
Il.,24,756,2,τὸν,ὁ,prepositive
Dion.,34,66,2,τὸν,ὁ,prepositive
Od.,5,98,2,τὸν,ὁ,prepositive
Od.,5,183,3,τὸν,ὁ,prepositive
Od.,7,227,2,τὸν,ὁ,prepositive
Od.,8,133,3,τὸν,ὁ,prepositive
Od.,8,402,3,τὸν,ὁ,prepositive
Od.,9,181,4,τὸν,ὁ,prepositive
Od.,9,375,4,τὸν,ὁ,prepositive
Od.,9,388,2,τὸν,ὁ,prepositive
Od.,9,461,3,τὸν,ὁ,prepositive
Od.,11,519,3,τὸν,ὁ,prepositive
Od.,13,48,2,τὸν,ὁ,prepositive
Od.,14,108,4,τὸν,ὁ,prepositive
Od.,14,414,3,τὸν,ὁ,prepositive
Od.,15,542,4,τὸν,ὁ,prepositive
Od.,16,70,4,τὸν,ὁ,prepositive
Od.,16,78,4,τὸν,ὁ,prepositive
Od.,17,218,3,τὸν,ὁ,prepositive
Od.,17,544,3,τὸν,ὁ,prepositive
Od.,18,114,3,τὸν,ὁ,prepositive
Od.,19,535,4,τὸν,ὁ,prepositive
Od.,20,129,3,τὸν,ὁ,prepositive
Od.,20,305,3,τὸν,ὁ,prepositive
Od.,23,261,4,τὸν,ὁ,prepositive
Od.,24,424,2,τὸν,ὁ,prepositive
Q.S.,13,223,3,τὸν,ὁ,prepositive
Theoc.,1,16,2,τὸν,ὁ,prepositive
Theoc.,1,97,4,τὸν,ὁ,prepositive
Theoc.,2,28,3,τὸν,ὁ,prepositive
Theoc.,2,69,3,τὸν,ὁ,prepositive
Theoc.,2,75,3,τὸν,ὁ,prepositive
Theoc.,2,81,3,τὸν,ὁ,prepositive
Theoc.,2,87,3,τὸν,ὁ,prepositive
Theoc.,2,93,3,τὸν,ὁ,prepositive
Theoc.,2,99,3,τὸν,ὁ,prepositive
Theoc.,2,105,3,τὸν,ὁ,prepositive
Theoc.,2,111,3,τὸν,ὁ,prepositive
Theoc.,2,117,3,τὸν,ὁ,prepositive
Theoc.,2,123,3,τὸν,ὁ,prepositive
Theoc.,2,129,3,τὸν,ὁ,prepositive
